identifiant;nom_etablissement;annee_emission;milieu;polluant;quantite;unite
0005800575;LUBRIZOL France;2020;Air;Hydroflurocarbures (HFC);485;kg/an
0005800666;SANOFI  PASTEUR SA;2020;Air;Hydroflurocarbures (HFC);960;kg/an
0005900608;PEUGEOT CITROEN SOCHAUX SNC;2020;Air;Hydroflurocarbures (HFC);228;kg/an
0006102152;CARRIER SCS;2020;Air;Hydroflurocarbures (HFC);2480;kg/an
0006102443;FABRICATION CHIMIQUE ARDECHOISE;2020;Air;Hydroflurocarbures (HFC);106;kg/an
0006102885;ST MICROELECTRONICS;2020;Air;Hydroflurocarbures (HFC);519;kg/an
0006102993;ARKEMA;2020;Air;Hydroflurocarbures (HFC);204;kg/an
0006103291;SNF SA ANDREZIEUX;2020;Air;Hydroflurocarbures (HFC);453;kg/an
0006103644;SANOFI PASTEUR MARCY;2020;Air;Hydroflurocarbures (HFC);2010;kg/an
0006103685;ARKEMA FRANCE;2020;Air;Hydroflurocarbures (HFC);18500;kg/an
0006103724;KEM ONE ETABLISSEMENT DE SAINT FONS;2020;Air;Hydroflurocarbures (HFC);176;kg/an
0006103727;ELKEM SILICONES FRANCE SAS;2020;Air;Hydroflurocarbures (HFC);182;kg/an
0006103844;RENAULT TRUCKS SAS;2020;Air;Hydroflurocarbures (HFC);428;kg/an
0006104473;MSSA S.A.S.;2020;Air;Hydroflurocarbures (HFC);193;kg/an
0006105222;ELKEM SILICONES FRANCE;2020;Air;Hydroflurocarbures (HFC);528;kg/an
0006200037;SOVAB;2020;Air;Hydroflurocarbures (HFC);285;kg/an
0006200938;VALTRIS ENTERPRISES FRANCE SAS;2020;Air;Hydroflurocarbures (HFC);210;kg/an
0006201556;SOCIETE MECANIQUE AUTOMOBILE DE L EST (SMAE);2020;Air;Hydroflurocarbures (HFC);101;kg/an
0006201759;ARKEMA;2020;Air;Hydroflurocarbures (HFC);675;kg/an
0006201943;SOCIETE MECANIQUE AUTOMOBILE DE L'EST (SMAE);2020;Air;Hydroflurocarbures (HFC);939;kg/an
0006300949;AIRBUS OPERATIONS SAS;2020;Air;Hydroflurocarbures (HFC);295;kg/an
0006300981;Fromageries Bel Production France;2020;Air;Hydroflurocarbures (HFC);109;kg/an
0006301011;FROMAGERE DE BOUVRON (société);2020;Air;Hydroflurocarbures (HFC);208;kg/an
0006301411;CARGILL France;2020;Air;Hydroflurocarbures (HFC);359;kg/an
0006400651;ARKEMA FRANCE SA;2020;Air;Hydroflurocarbures (HFC);126;kg/an
0006400825;ARKEMA france;2020;Air;Hydroflurocarbures (HFC);2510;kg/an
0006400942;Kem One Lavera;2020;Air;Hydroflurocarbures (HFC);3170;kg/an
0006400990;KEM ONE France;2020;Air;Hydroflurocarbures (HFC);2750;kg/an
0006401007;COMPAGNIE PETROCHIMIQUE DE BERRE SAS;2020;Air;Hydroflurocarbures (HFC);1780;kg/an
0006401052;ARCELORMITTAL Méditerranée;2020;Air;Hydroflurocarbures (HFC);223;kg/an
0006401784;THALES ALENIA SPACE;2020;Air;Hydroflurocarbures (HFC);385;kg/an
0006402211;Petroineos Manufacturing France SAS;2020;Air;Hydroflurocarbures (HFC);171;kg/an
0006502851;RECTICEL- PROSEAT;2020;Air;Hydroflurocarbures (HFC);32200;kg/an
0006503930;SANOFI-AVENTIS RECHERCHE & DEVELOPPEMENT;2020;Air;Hydroflurocarbures (HFC);284;kg/an
0006503972;X FAB FRANCE (ex ALTIS SEMICONDUCTOR);2020;Air;Hydroflurocarbures (HFC);548;kg/an
0006505997;AEROPORTS DE PARIS - CTFE;2020;Air;Hydroflurocarbures (HFC);216;kg/an
0006506481;CREALIS SAS;2020;Air;Hydroflurocarbures (HFC);13300;kg/an
0006506520;BIO SPRINGER;2020;Air;Hydroflurocarbures (HFC);250;kg/an
0006506552;Centre de Production de Vitry-sur-Seine;2020;Air;Hydroflurocarbures (HFC);192;kg/an
0006600432;SANOFI-CHIMIE;2020;Air;Hydroflurocarbures (HFC);198;kg/an
0006600893;OI France;2020;Air;Hydroflurocarbures (HFC);268;kg/an
0006700429;DSM Nutritional Products France;2020;Air;Hydroflurocarbures (HFC);102;kg/an
0006700526;ARLANXEO Emulsion Rubber France SAS;2020;Air;Hydroflurocarbures (HFC);6790;kg/an
0006802353;AIRBUS OPERATIONS SAS  St Martin du TOUCH;2020;Air;Hydroflurocarbures (HFC);1100;kg/an
0007000519;3M FRANCE;2020;Air;Hydroflurocarbures (HFC);326;kg/an
0007000581;ASTRAZENECA DUNKERQUE PRODUCTION;2020;Air;Hydroflurocarbures (HFC);15500;kg/an
0007000829;FRANCAISE DE MECANIQUE;2020;Air;Hydroflurocarbures (HFC);760;kg/an
0007000830;Peugeot Citroën Mécanique du Nord Ouest SNC;2020;Air;Hydroflurocarbures (HFC);115;kg/an
0007000832;MAUBEUGE CONSTRUCTION AUTOMOBILE (MCA);2020;Air;Hydroflurocarbures (HFC);135;kg/an
0007000846;MC CAIN ALIMENTAIRE;2020;Air;Hydroflurocarbures (HFC);352;kg/an
0007000956;ARCELORMITTAL FRANCE;2020;Air;Hydroflurocarbures (HFC);1070;kg/an
0010000740;STMICROELECTRONICS SAS;2020;Air;Hydroflurocarbures (HFC);170;kg/an
0010001230;PMC ISOCHEM;2020;Air;Hydroflurocarbures (HFC);291;kg/an
0010400104;NOVAPEX;2020;Air;Hydroflurocarbures (HFC);340;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2020;Air;Hydroflurocarbures (HFC);214;kg/an
0005202690;ARKEMA France;2020;Air;Hydroflurocarbures (HFC);1400;kg/an
0005202718;FINORGA SAS;2020;Air;Hydroflurocarbures (HFC);198;kg/an
0005302209;Société Fromagère de DOMFRONT;2020;Air;Hydroflurocarbures (HFC);173;kg/an
0005401153;THERMODYN;2020;Air;Hydroflurocarbures (HFC);121;kg/an
0005600245;FAREVA LA VALLEE;2020;Air;Hydroflurocarbures (HFC);1770;kg/an
0005800409;RENAULT S.N.C.;2020;Air;Hydroflurocarbures (HFC);269;kg/an
0005800619;SYSTEMAIR AC;2020;Air;Hydroflurocarbures (HFC);528;kg/an
0005900890;SOCIETE FROMAGERE DE LONS LE SAUNIER;2020;Air;Hydroflurocarbures (HFC);105;kg/an
0005902685;INOVYN France;2020;Air;Hydroflurocarbures (HFC);622;kg/an
0006102302;PANELCO;2020;Air;Hydroflurocarbures (HFC);11700;kg/an
0006102965;CEA GRENOBLE;2020;Air;Hydroflurocarbures (HFC);120;kg/an
0006104103;CREALIS;2020;Air;Hydroflurocarbures (HFC);33200;kg/an
0006201213;ARCELORMITTAL FRANCE;2020;Air;Hydroflurocarbures (HFC);154;kg/an
0006201894;ARCELORMITTAL FRANCE;2020;Air;Hydroflurocarbures (HFC);306;kg/an
0006301128;SODEBO;2020;Air;Hydroflurocarbures (HFC);554;kg/an
0006400069;STMICROELECTRONICS SAS;2020;Air;Hydroflurocarbures (HFC);1100;kg/an
0006400318;MANE ET FILS NOTRE-DAME;2020;Air;Hydroflurocarbures (HFC);138;kg/an
0006400327;CENTIPHARM;2020;Air;Hydroflurocarbures (HFC);115;kg/an
0006400451;GB FOODS PRODUCTION FRANCE SAS / LIEBIG;2020;Air;Hydroflurocarbures (HFC);182;kg/an
0006400839;SANOFI CHIMIE;2020;Air;Hydroflurocarbures (HFC);128;kg/an
0006401008;Basell Polyoléfines France SAS;2020;Air;Hydroflurocarbures (HFC);160;kg/an
0006401643;ETEX France  (ex SINIAT) Per;2020;Air;Hydroflurocarbures (HFC);1290;kg/an
0006402706;EURENCO Sorgues;2020;Air;Hydroflurocarbures (HFC);363;kg/an
0006503227;TECHNOCENTRE RENAULT;2020;Air;Hydroflurocarbures (HFC);336;kg/an
0006503411;AIRBUS SAFRAN LAUNCHERS (DEFENCE&SPACE);2020;Air;Hydroflurocarbures (HFC);131;kg/an
0006700433;Vynova PPC SAS;2020;Air;Hydroflurocarbures (HFC);139;kg/an
0006700467;PSA Peugeot Citroën SNC Mulhouse;2020;Air;Hydroflurocarbures (HFC);220;kg/an
0006700513;BUTACHIMIE;2020;Air;Hydroflurocarbures (HFC);1650;kg/an
0006802518;DAHER Tarbes;2020;Air;Hydroflurocarbures (HFC);191;kg/an
0006802932;THALES ALENIA SPACE FRANCE;2020;Air;Hydroflurocarbures (HFC);279;kg/an
0006803107;Boehringer Ingelheim (ex MERIAL);2020;Air;Hydroflurocarbures (HFC);342;kg/an
0006900030;CNES CSG - EPCU S5(prépa charges utiles);2020;Air;Hydroflurocarbures (HFC);431;kg/an
0007001055;SEVELNORD;2020;Air;Hydroflurocarbures (HFC);2010;kg/an
0007001409;CANELIA;2020;Air;Hydroflurocarbures (HFC);191;kg/an
0007002546;ROQUETTE Frères;2020;Air;Hydroflurocarbures (HFC);2660;kg/an
0010002269;MOY PARK BEEF ORLEANS (ex MC KEY);2020;Air;Hydroflurocarbures (HFC);238;kg/an
0005201262;ARIANEGROUP;2020;Air;Hydroflurocarbures (HFC);132;kg/an
0005202680;SANOFI Chimie;2020;Air;Hydroflurocarbures (HFC);267;kg/an
0005300367;Cenexi HSC;2020;Air;Hydroflurocarbures (HFC);141;kg/an
0005401124;ECKES GRANINI FRANCE SNC;2020;Air;Hydroflurocarbures (HFC);683;kg/an
0005601500;JACQUET PANIFICATION;2020;Air;Hydroflurocarbures (HFC);253;kg/an
0005901374;GE ENERGY PRODUCTS FRANCE SNC;2020;Air;Hydroflurocarbures (HFC);281;kg/an
0006002045;PONTHIER  S.A.;2020;Air;Hydroflurocarbures (HFC);209;kg/an
0006501831;BASF Polyuréthanes;2020;Air;Hydroflurocarbures (HFC);855;kg/an
0006601116;SANOFI Aventis R&D;2020;Air;Hydroflurocarbures (HFC);129;kg/an
0006803192;CHATEAU DU TARIQUET SCV;2020;Air;Hydroflurocarbures (HFC);106;kg/an
0010700275;SCHNEIDER ELECTRIC ALPES (ex MGA);2020;Air;Hydroflurocarbures (HFC);161;kg/an
0005105788;WEYLCHEM LAMOTTE (ex CLARIANT SFC);2020;Air;Hydroflurocarbures (HFC);750;kg/an
0005202636;EURALIS Semences;2020;Air;Hydroflurocarbures (HFC);1000;kg/an
0005600410;LABORATOIRES MSD-CHIBRET SNC;2020;Air;Hydroflurocarbures (HFC);173;kg/an
0006107527;VENCOREX FRANCE;2020;Air;Hydroflurocarbures (HFC);560;kg/an
0006104116;TOTAL FRANCE;2020;Air;Hydroflurocarbures (HFC);382;kg/an
0006503858;CEA - Centre DAM Ile de France;2020;Air;Hydroflurocarbures (HFC);299;kg/an
0006803985;CARREFOUR SUPPLY CHAIN;2020;Air;Hydroflurocarbures (HFC);279;kg/an
0006104158;HCL - GROUPEMENT HOSPITALIER EST;2020;Air;Hydroflurocarbures (HFC);207;kg/an
0007001060;FLEX N GATE Marles;2020;Air;Hydroflurocarbures (HFC);647;kg/an
0007001125;CHARCUTERIE DES FLANDRES;2020;Air;Hydroflurocarbures (HFC);209;kg/an
0007001174;GRAIN D'OR GEL - GRAIN D'OR FRAIS;2020;Air;Hydroflurocarbures (HFC);1530;kg/an
0007002271;AUCHAN Noyelles godault;2020;Air;Hydroflurocarbures (HFC);496;kg/an
0007402245;CLIMESPACE - Centrale LES HALLES  (i738);2020;Air;Hydroflurocarbures (HFC);151;kg/an
0007404055;CLIMESPACE - Centrale OPERA-GALFA;2020;Air;Hydroflurocarbures (HFC);323;kg/an
0010600538;HCL HOPITAL LYON SUD;2020;Air;Hydroflurocarbures (HFC);184;kg/an
0005305295;FAURECIA SIEGES D'AUTOMOBILE;2020;Air;Hydroflurocarbures (HFC);161;kg/an
0006104785;BECTON DICKINSON;2020;Air;Hydroflurocarbures (HFC);119;kg/an
0010100024;Mylan Laboratories SAS;2020;Air;Hydroflurocarbures (HFC);132;kg/an
0057200422;AUCHAN LE MANS;2020;Air;Hydroflurocarbures (HFC);107;kg/an
0058700070;LIMOVIN SAS;2020;Air;Hydroflurocarbures (HFC);203;kg/an
0006107561;TERECOVAL;2020;Air;Hydroflurocarbures (HFC);153;kg/an
0006501864;Air Liquide France Industrie (ALFI);2020;Air;Hydroflurocarbures (HFC);914;kg/an
0006508485;Antoine CHAUX;2020;Air;Hydroflurocarbures (HFC);118;kg/an
0050100814;BARILLA FRANCE;2020;Air;Hydroflurocarbures (HFC);122;kg/an
0053800226;SA CARREL - Site Viande;2020;Air;Hydroflurocarbures (HFC);487;kg/an
0006410379;INEOS DERIVATIVES LAVERA;2020;Air;Hydroflurocarbures (HFC);1590;kg/an
0006503192;PEUGEOT;2020;Air;Hydroflurocarbures (HFC);545;kg/an
0006506220;MONNAIE DE PARIS;2020;Air;Hydroflurocarbures (HFC);192;kg/an
0005200500;AUCHAN - Bordeaux Mériadeck;2020;Air;Hydroflurocarbures (HFC);613;kg/an
0005802060;AUCHAN CARBURANT;2020;Air;Hydroflurocarbures (HFC);120;kg/an
0006107516;VALRHONA;2020;Air;Hydroflurocarbures (HFC);198;kg/an
0006109984;SOSUMAR;2020;Air;Hydroflurocarbures (HFC);327;kg/an
0006406383;IPSEN PHARMA BIOTECH;2020;Air;Hydroflurocarbures (HFC);224;kg/an
0006410873;KEM ONE;2020;Air;Hydroflurocarbures (HFC);404;kg/an
0006503167;ARCYCOM SAS (ex ARCYDIS);2020;Air;Hydroflurocarbures (HFC);163;kg/an
0006804179;NUTRITION & SANTE;2020;Air;Hydroflurocarbures (HFC);211;kg/an
0007001325;AUCHAN RONCQ;2020;Air;Hydroflurocarbures (HFC);739;kg/an
0056900076;AUCHAN HYPERMARCHE;2020;Air;Hydroflurocarbures (HFC);109;kg/an
0006503431;AUCHAN SAMADOC;2020;Air;Hydroflurocarbures (HFC);489;kg/an
0006506873;AV (hypermarché);2020;Air;Hydroflurocarbures (HFC);650;kg/an
0006702566;AUCHAN SCHWEIGHOUSE;2020;Air;Hydroflurocarbures (HFC);270;kg/an
0006704781;AUCHAN Hypermarche;2020;Air;Hydroflurocarbures (HFC);171;kg/an
0007001322;AUCHAN (SA);2020;Air;Hydroflurocarbures (HFC);258;kg/an
0007404256;AUCHAN FRANCE SA;2020;Air;Hydroflurocarbures (HFC);1190;kg/an
0052600568;SAINT JEAN SAS - SITE DE ROMANS;2020;Air;Hydroflurocarbures (HFC);265;kg/an
0005202771;TOTAL SA;2020;Air;Hydroflurocarbures (HFC);161;kg/an
0005301971;AUCHAN FRANCE;2020;Air;Hydroflurocarbures (HFC);237;kg/an
0006109053;CEA INES;2020;Air;Hydroflurocarbures (HFC);126;kg/an
0006205653;AUCHAN Mont St Martin;2020;Air;Hydroflurocarbures (HFC);1010;kg/an
0006503168;CENTRE NATIONAL DU CINEMA ET DE L'IMAGE ANIMEE;2020;Air;Hydroflurocarbures (HFC);101;kg/an
0006411266;INEOS CHEMICALS LAVERA;2020;Air;Hydroflurocarbures (HFC);414;kg/an
0006509956;SIEMENS SAS;2020;Air;Hydroflurocarbures (HFC);811;kg/an
0006512960;NATIXIS;2020;Air;Hydroflurocarbures (HFC);338;kg/an
0006513144;NATIXIS;2020;Air;Hydroflurocarbures (HFC);224;kg/an
0010001289;LES CRUDETTES;2020;Air;Hydroflurocarbures (HFC);164;kg/an
0054401756;STVO;2020;Air;Hydroflurocarbures (HFC);100;kg/an
0054402048;AUCHAN;2020;Air;Hydroflurocarbures (HFC);467;kg/an
0058503525;CLAUDE COUTHOUIS  SAS (groupe LDC);2020;Air;Hydroflurocarbures (HFC);174;kg/an
0006202135;TRANE Charmes;2020;Air;Hydroflurocarbures (HFC);11900;kg/an
0055601962;SAS ENTREMONT;2020;Air;Hydroflurocarbures (HFC);140;kg/an
0006507742;KUEHNE NAGEL (ex ACR Logistics);2020;Air;Hydroflurocarbures (HFC);139;kg/an
0007408854;L'HOTELLIER;2020;Air;Hydroflurocarbures (HFC);151;kg/an
0003300469;Solvay Opérations France;2020;Air;Hydroflurocarbures (HFC);2580;kg/an
0005804966;ORANGE;2020;Air;Hydroflurocarbures (HFC);181;kg/an
0006803631;TRANSGOURMET;2020;Air;Hydroflurocarbures (HFC);250;kg/an
0006803889;VANDEMOORTELE BAKERY PRODUCTS FRANCE;2020;Air;Hydroflurocarbures (HFC);330;kg/an
0007001320;AUCHAN Petite Forêt Hypermarché;2020;Air;Hydroflurocarbures (HFC);168;kg/an
0007403939;ORANGE;2020;Air;Hydroflurocarbures (HFC);184;kg/an
0051600206;AUCHAN HYPERMARCHE;2020;Air;Hydroflurocarbures (HFC);120;kg/an
0053800656;BIOMERIEUX;2020;Air;Hydroflurocarbures (HFC);100;kg/an
0054401754;AUBRET;2020;Air;Hydroflurocarbures (HFC);1270;kg/an
0007003904;OVH;2020;Air;Hydroflurocarbures (HFC);468;kg/an
0010600939;MANUFACTURE GENERALE DE JOINTS;2020;Air;Hydroflurocarbures (HFC);16000;kg/an
0009069904;EDF - CNPE de Paluel;2020;Air;Hydroflurocarbures (HFC);394;kg/an
0009069932;EDF - CNPE de Chinon;2020;Air;Hydroflurocarbures (HFC);117;kg/an
0009069905;EDF - CNPE de Penly;2020;Air;Hydroflurocarbures (HFC);196;kg/an
0009069938;ITER Organization;2020;Air;Hydroflurocarbures (HFC);314;kg/an
0009069927;Etablissement de LA HAGUE;2020;Air;Hydroflurocarbures (HFC);242;kg/an
0053502429;SOCIETE BEURRIERE DE RETIERS;2020;Air;Hydroflurocarbures (HFC);500;kg/an
0050100110;Abattoirs des Crêts;2020;Air;Hydroflurocarbures (HFC);680;kg/an
0006511727;Centre CEA Paris-Saclay - Site de Saclay;2020;Air;Hydroflurocarbures (HFC);306;kg/an
0009069922;Orano Cycle Tricastin;2020;Air;Hydroflurocarbures (HFC);1920;kg/an
0009069903;EDF - CNPE de Flamanville;2020;Air;Hydroflurocarbures (HFC);243;kg/an
0009069902;EDF - CNPE de Civaux;2020;Air;Hydroflurocarbures (HFC);504;kg/an
0009069941;EDF - CNPE de GOLFECH;2020;Air;Hydroflurocarbures (HFC);114;kg/an
0006804339;SA Auch Hyperdistribution;2020;Air;Hydroflurocarbures (HFC);697;kg/an
0054401755;LES VOLAILLES DE ST MARS;2020;Air;Hydroflurocarbures (HFC);505;kg/an
0009069928;CYCLIFE FRANCE CENTRACO;2020;Air;Hydroflurocarbures (HFC);402;kg/an
0009069930;CEA Cadarache;2020;Air;Hydroflurocarbures (HFC);107;kg/an
0009069910;EDF - CNPE de Nogent-sur-Seine;2020;Air;Hydroflurocarbures (HFC);682;kg/an
0009069929;CEA Marcoule;2020;Air;Hydroflurocarbures (HFC);230;kg/an
0009069915;EDF - CNPE de Saint-Alban;2020;Air;Hydroflurocarbures (HFC);166;kg/an
0009069939;EDF - CNPE de Cattenom;2020;Air;Hydroflurocarbures (HFC);100;kg/an
0046900010;BOEHRINGER INGELHEIM ANIMAL HEALTH FRANCE;2020;Air;Hydroflurocarbures (HFC);213;kg/an
0009069931;EDF - CNPE de Belleville-sur-Loire;2020;Air;Hydroflurocarbures (HFC);269;kg/an
0009069913;EDF - CNPE du Bugey;2020;Air;Hydroflurocarbures (HFC);130;kg/an
0006900242;ARIANESPACE-KOUROU/ELA;2020;Air;Hydroflurocarbures (HFC);181;kg/an
0009069901;EDF - CNPE du Blayais;2020;Air;Hydroflurocarbures (HFC);286;kg/an
0056400478;JOHANNA MESNAGE;2020;Air;Hydroflurocarbures (HFC);6880;kg/an
0006102774;JUSTON AINE FILS;2020;Air;Hydroflurocarbures (HFC);307;kg/an
0005602529;DELPEYRAT SAS;2020;Air;Hydroflurocarbures (HFC);216;kg/an
0005701597;COGEVI;2020;Air;Hydroflurocarbures (HFC);135;kg/an
0006205051;WELLMAN NEUFCHATEAU RECYCLAGE;2020;Eau (indirect);Isoproturon;3.19;kg/an
0005202000;RAYONIER A.M. TARTAS;2020;Air;Manganèse et composés (exprimés en tant que Mn);982;kg/an
0005502171;IMERYS REFACTORY MINERALS;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);7150;kg/an
0005701515;TEREOS  FRANCE;2020;Sol;Manganèse et composés (exprimés en tant que Mn);846;kg/an
0005800357;TOTAL RAFFINAGE FRANCE;2020;Air;Manganèse et composés (exprimés en tant que Mn);358;kg/an
0005800540;DA ALIZAY;2020;Sol;Manganèse et composés (exprimés en tant que Mn);8590;kg/an
0006000357;EUROCOUSTIC SA;2020;Air;Manganèse et composés (exprimés en tant que Mn);208;kg/an
0006102993;ARKEMA;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);1690;kg/an
0006103731;RHODIA OPERATIONS;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);2630;kg/an
0006200499;SAM RIVA;2020;Air;Manganèse et composés (exprimés en tant que Mn);1590;kg/an
0006201313;ASCOMETAL HAGONDANGE SAS;2020;Air;Manganèse et composés (exprimés en tant que Mn);460;kg/an
0006201759;ARKEMA;2020;Eau (indirect);Manganèse et composés (exprimés en tant que Mn);951;kg/an
0006202274;NORSKE SKOG;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);655;kg/an
0006301207;TOTAL Raffinage France;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);626;kg/an
0006401052;ARCELORMITTAL Méditerranée;2020;Air;Manganèse et composés (exprimés en tant que Mn);4580;kg/an
0006401052;ARCELORMITTAL Méditerranée;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);810;kg/an
0006501936;SAM MONTEREAU;2020;Air;Manganèse et composés (exprimés en tant que Mn);670;kg/an
0006506514;IVRY PARIS 13;2020;Air;Manganèse et composés (exprimés en tant que Mn);286;kg/an
0006700569;SUEZ RV Nord Est RETZWILLER;2020;Eau (indirect);Manganèse et composés (exprimés en tant que Mn);1830;kg/an
0006700668;BLUE PAPER;2020;Air;Manganèse et composés (exprimés en tant que Mn);371;kg/an
0007000508;COMILOG ex Dunkerque Electrométallurgie;2020;Air;Manganèse et composés (exprimés en tant que Mn);3090;kg/an
0007000534;SYNTHEXIM (Site Calaire);2020;Air;Manganèse et composés (exprimés en tant que Mn);802;kg/an
0007000720;Ferroglobe Manganèse France SAS;2020;Air;Manganèse et composés (exprimés en tant que Mn);4260;kg/an
0007000851;LAMINES MARCHANDS EUROPEENS (LME);2020;Air;Manganèse et composés (exprimés en tant que Mn);362;kg/an
0007000956;ARCELORMITTAL FRANCE;2020;Air;Manganèse et composés (exprimés en tant que Mn);1630;kg/an
0007000956;ARCELORMITTAL FRANCE;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);1780;kg/an
0005205132;SOBEGI - STEB;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);1930;kg/an
0005800349;ESSO RAFFINAGE;2020;Air;Manganèse et composés (exprimés en tant que Mn);297;kg/an
0005902685;INOVYN France;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);4920;kg/an
0006000385;INTERNATIONAL PAPER;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);15800;kg/an
0006000385;INTERNATIONAL PAPER;2020;Sol;Manganèse et composés (exprimés en tant que Mn);37000;kg/an
0006207102;TPF;2020;Eau (indirect);Manganèse et composés (exprimés en tant que Mn);1240;kg/an
0006402706;EURENCO Sorgues;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);657;kg/an
0006702686;TRONOX FRANCE SAS;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);1380;kg/an
0007003161;BOULONNAIS (Communauté d'Agglomération);2020;Air;Manganèse et composés (exprimés en tant que Mn);1300;kg/an
0006805963;TERREAL COLOMIERS;2020;Air;Manganèse et composés (exprimés en tant que Mn);283;kg/an
0006300757;SEDEP SAS;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);1570;kg/an
0006207145;ARKEMA;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);2310;kg/an
0005211709;SAS BIOVILLENEUVOIS;2020;Sol;Manganèse et composés (exprimés en tant que Mn);1250;kg/an
0006309036;SAS BIOLOIE;2020;Sol;Manganèse et composés (exprimés en tant que Mn);601;kg/an
0009077801;SIAAP - Site Seine Aval;2020;Sol;Manganèse et composés (exprimés en tant que Mn);2010;kg/an
0009079201;STEP - Seine-centre;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);1010;kg/an
0005518843;BIODEAC;2020;Sol;Manganèse et composés (exprimés en tant que Mn);787;kg/an
0009077804;STEP - SEINE GRESILLONS;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);2560;kg/an
0009075401;Station du Grand Nancy située à MAXEVILLE;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);2180;kg/an
0009078701;STEP - LIMOGES;2020;Eau (indirect);Manganèse et composés (exprimés en tant que Mn);1310;kg/an
0009073701;Station d'épuration de La Grange David;2020;Sol;Manganèse et composés (exprimés en tant que Mn);755;kg/an
0003100845;BIOGASCONHA;2020;Sol;Manganèse et composés (exprimés en tant que Mn);856;kg/an
0009077301;UDEP - Chambéry;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);554;kg/an
0009075906;STEP - Lille-C.U.-Wattrelos;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);1900;kg/an
0009074902;STEU - Les Cinq Ponts;2020;Sol;Manganèse et composés (exprimés en tant que Mn);616;kg/an
0009075905;STEP - Lille-C.U.-Marquette;2020;Eau (direct);Manganèse et composés (exprimés en tant que Mn);1500;kg/an
0005202000;RAYONIER A.M. TARTAS;2020;Eau (direct);Matières en suspension (MES);976000;kg/an
0005500149;LOUDEAC VIANDES;2020;Eau (indirect);Matières en suspension (MES);312000;kg/an
0006301085;EURIAL;2020;Eau (indirect);Matières en suspension (MES);348000;kg/an
0006301099;CET;2020;Eau (indirect);Matières en suspension (MES);816000;kg/an
0006301730;YOPLAIT PRODUCTION FRANCE;2020;Eau (indirect);Matières en suspension (MES);562000;kg/an
0006402259;SERAMM Usine des boues;2020;Eau (indirect);Matières en suspension (MES);22700000;kg/an
0006506520;BIO SPRINGER;2020;Eau (indirect);Matières en suspension (MES);838000;kg/an
0006700720;SIL FALA;2020;Eau (indirect);Matières en suspension (MES);386000;kg/an
0007001304;WIZPAPER SAS;2020;Eau (direct);Matières en suspension (MES);520000;kg/an
0005200420;SMURFIT KAPPA CELLULOSE DU PIN;2020;Eau (direct);Matières en suspension (MES);547000;kg/an
0005902685;INOVYN France;2020;Eau (direct);Matières en suspension (MES);424000;kg/an
0006000385;INTERNATIONAL PAPER;2020;Eau (direct);Matières en suspension (MES);530000;kg/an
0006200104;Brasserie Champigneulles;2020;Eau (indirect);Matières en suspension (MES);540000;kg/an
0006400874;Fibre- Excellence;2020;Eau (direct);Matières en suspension (MES);371000;kg/an
0006802285;SAS GELATINES WEISHARDT;2020;Eau (direct);Matières en suspension (MES);452000;kg/an
0007001045;CARGILL HAUBOURDIN SAS;2020;Eau (indirect);Matières en suspension (MES);316000;kg/an
0007100036;Distillerie Riviere du Mat;2020;Eau (direct);Matières en suspension (MES);891000;kg/an
0007100081;Distillerie Savanna;2020;Eau (direct);Matières en suspension (MES);307000;kg/an
0006107527;VENCOREX FRANCE;2020;Eau (direct);Matières en suspension (MES);639000;kg/an
0006401149;ABATTOIR MUNICIPAL SISTERON;2020;Eau (indirect);Matières en suspension (MES);321000;kg/an
0007000737;TEINTURERIE DELALYS;2020;Eau (indirect);Matières en suspension (MES);1380000;kg/an
0010001192;SAVANE BROSSARD SA;2020;Eau (indirect);Matières en suspension (MES);853000;kg/an
0057201662;LDC;2020;Eau (indirect);Matières en suspension (MES);935000;kg/an
0057201663;LDC;2020;Eau (indirect);Matières en suspension (MES);910000;kg/an
0006700187;GRAVIERES D'ALSACE LORRAINE;2020;Eau (direct);Matières en suspension (MES);762000;kg/an
0018300758;STEP MAERA;2020;Eau (direct);Matières en suspension (MES);426000;kg/an
0052904352;EUROSERUM;2020;Eau (indirect);Matières en suspension (MES);478000;kg/an
